gender,event,medal,athlete,alpha_3,country,grp_id,type,year,guide,country_name,iso_n3,athlete_country
Men,1500 m T11,Gold,KIMANI Samwel Mushai,KEN,,,Athletics,2016,BOIT James,Kenya,404,KIMANI Samwel Mushai - KEN
Men,1500 m T11,Silver,SANTOS Odair,BRA,,,Athletics,2016,NASCIMENTO Eriton,Brazil,76,SANTOS Odair - BRA
Men,1500 m T11,Bronze,DENIZ Semih,TUR,,,Athletics,2016,TAN Muhammed Emin,Türkiye,792,DENIZ Semih - TUR
Men,1500 m T13,Gold,BAKA Abdellatif,DZA,,,Athletics,2016,,Algeria,12,BAKA Abdellatif - DZA
Men,1500 m T13,Silver,DEMISSE Tamiru,ETH,,,Athletics,2016,,Ethiopia,231,DEMISSE Tamiru - ETH
Men,1500 m T13,Bronze,KIRWA Henry,KEN,,,Athletics,2016,,Kenya,404,KIRWA Henry - KEN
Men,1500 m T20,Gold,BRANNIGAN Michael,USA,,,Athletics,2016,,United States of America,840,BRANNIGAN Michael - USA
Men,1500 m T20,Silver,PEK Daniel,POL,,,Athletics,2016,,Poland,616,PEK Daniel - POL
Men,1500 m T20,Bronze,NASIRI BAZANJANI Peyman,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,NASIRI BAZANJANI Peyman - IRN
Men,1500 m T37,Gold,MCKILLOP Michael,IRL,,,Athletics,2016,,Ireland,372,MCKILLOP Michael - IRL
Men,1500 m T37,Silver,STANLEY Liam,CAN,,,Athletics,2016,,Canada,124,STANLEY Liam - CAN
Men,1500 m T37,Bronze,DJEMAI Madjid,DZA,,,Athletics,2016,,Algeria,12,DJEMAI Madjid - DZA
Men,1500 m T38,Gold,SAIDI Abbes,TUN,,,Athletics,2016,,Tunisia,788,SAIDI Abbes - TUN
Men,1500 m T38,Silver,KENZIE Deon,AUS,,,Athletics,2016,,Australia,36,KENZIE Deon - AUS
Men,1500 m T38,Bronze,RADIUS Louis,FRA,,,Athletics,2016,,France,250,RADIUS Louis - FRA
Men,1500 m T46,Gold,NOUIOUA Samir,DZA,,,Athletics,2016,,Algeria,12,NOUIOUA Samir - DZA
Men,1500 m T46,Silver,EMONG David,UGA,,,Athletics,2016,,Uganda,800,EMONG David - UGA
Men,1500 m T46,Bronze,ROEGER Michael,AUS,,,Athletics,2016,,Australia,36,ROEGER Michael - AUS
Men,1500 m T52,Gold,MARTIN Raymond,USA,,,Athletics,2016,,United States of America,840,MARTIN Raymond - USA
Men,1500 m T52,Silver,SATO Tomoki,JPN,,,Athletics,2016,,Japan,392,SATO Tomoki - JPN
Men,1500 m T52,Bronze,KURATTANASIRI Pichaya,THA,,,Athletics,2016,,Thailand,764,KURATTANASIRI Pichaya - THA
Men,1500 m T54,Gold,WAHORAM Prawat,THA,,,Athletics,2016,,Thailand,764,WAHORAM Prawat - THA
Men,1500 m T54,Silver,HUG Marcel,CHE,,,Athletics,2016,,Switzerland,756,HUG Marcel - CHE
Men,1500 m T54,Bronze,KONJEN Saichon,THA,,,Athletics,2016,,Thailand,764,KONJEN Saichon - THA
Men,5000 m T11,Gold,KIMANI Samwel Mushai,KEN,,,Athletics,2016,BOIT James,Kenya,404,KIMANI Samwel Mushai - KEN
Men,5000 m T11,Silver,SANTOS Odair,BRA,,,Athletics,2016,,Brazil,76,SANTOS Odair - BRA
Men,5000 m T11,Bronze,BII Wilson,KEN,,,Athletics,2016,KORIR David,Kenya,404,BII Wilson - KEN
Men,5000 m T13,Gold,KIRWA Henry,KEN,,,Athletics,2016,,Kenya,404,KIRWA Henry - KEN
Men,5000 m T13,Silver,CHENTOUF El Amin,MAR,,,Athletics,2016,,Morocco,504,CHENTOUF El Amin - MAR
Men,5000 m T13,Bronze,ALOUI Bilel,TUN,,,Athletics,2016,,Tunisia,788,ALOUI Bilel - TUN
Men,5000 m T54,Gold,WAHORAM Prawat,THA,,,Athletics,2016,,Thailand,764,WAHORAM Prawat - THA
Men,5000 m T54,Silver,HUG Marcel,CHE,,,Athletics,2016,,Switzerland,756,HUG Marcel - CHE
Men,5000 m T54,Bronze,FEARNLEY Kurt,AUS,,,Athletics,2016,,Australia,36,FEARNLEY Kurt - AUS
Men,Marathon T12,Gold,CHENTOUF El Amin,MAR,,,Athletics,2016,,Morocco,504,CHENTOUF El Amin - MAR
Men,Marathon T12,Silver,SUAREZ LASO Alberto,ESP,,,Athletics,2016,,Spain,724,SUAREZ LASO Alberto - ESP
Men,Marathon T12,Bronze,OKAMURA Masahiro,JPN,,,Athletics,2016,,Japan,392,OKAMURA Masahiro - JPN
Men,Marathon T46,Gold,LI Chaoyan,CHN,,,Athletics,2016,,China,156,LI Chaoyan - CHN
Men,Marathon T46,Silver,AIT KHAMOUCH Abderrahman,ESP,,,Athletics,2016,,Spain,724,AIT KHAMOUCH Abderrahman - ESP
Men,Marathon T46,Bronze,MENDES Manuel,PRT,,,Athletics,2016,,Portugal,620,MENDES Manuel - PRT
Men,Marathon T54,Gold,HUG Marcel,CHE,,,Athletics,2016,,Switzerland,756,HUG Marcel - CHE
Men,Marathon T54,Silver,FEARNLEY Kurt,AUS,,,Athletics,2016,,Australia,36,FEARNLEY Kurt - AUS
Men,Marathon T54,Bronze,KIM Gyu Dae,KOR,,,Athletics,2016,,"Korea, Republic of",410,KIM Gyu Dae - KOR
Men,High Jump T42,Gold,THANGAVELU Mariyappan,IND,,,Athletics,2016,,India,356,THANGAVELU Mariyappan - IND
Men,High Jump T42,Silver,GREWE Sam,USA,,,Athletics,2016,,United States of America,840,GREWE Sam - USA
Men,High Jump T42,Bronze,BHATI Varun Singh,IND,,,Athletics,2016,,India,356,BHATI Varun Singh - IND
Men,High Jump T44,Gold,LEPIATO Maciej,POL,,,Athletics,2016,,Poland,616,LEPIATO Maciej - POL
Men,High Jump T44,Silver,BROOM-EDWARDS Jonathan,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,BROOM-EDWARDS Jonathan - GBR
Men,High Jump T44,Bronze,URIBE Rafael,VEN,,,Athletics,2016,,"Venezuela, Bolivarian Republic of",862,URIBE Rafael - VEN
Men,High Jump T47,Gold,TOWNSEND-ROBERTS Roderick,USA,,,Athletics,2016,,United States of America,840,TOWNSEND-ROBERTS Roderick - USA
Men,High Jump T47,Silver,CHEN Hongjie,CHN,,,Athletics,2016,,China,156,CHEN Hongjie - CHN
Men,High Jump T47,Bronze,CHATMAN Aaron,AUS,,,Athletics,2016,,Australia,36,CHATMAN Aaron - AUS
Men,Long Jump T11,Gold,COSTA DE OLIVEIRA Ricardo,BRA,,,Athletics,2016,,Brazil,76,COSTA DE OLIVEIRA Ricardo - BRA
Men,Long Jump T11,Silver,GILLETTE Lex,USA,,,Athletics,2016,,United States of America,840,GILLETTE Lex - USA
Men,Long Jump T11,Bronze,KATYSHEV Ruslan,UKR,,,Athletics,2016,,Ukraine,804,KATYSHEV Ruslan - UKR
Men,Long Jump T12,Gold,LANGENHOVEN Hilton,ZAF,,,Athletics,2016,,South Africa,710,LANGENHOVEN Hilton - ZAF
Men,Long Jump T12,Silver,ALIYEV Kamil,AZE,,,Athletics,2016,,Azerbaijan,31,ALIYEV Kamil - AZE
Men,Long Jump T12,Bronze,SALIEV Doniyor,UZB,,,Athletics,2016,,Uzbekistan,860,SALIEV Doniyor - UZB
Men,Long Jump T20,Gold,ROMLY Abdul Latif,MYS,,,Athletics,2016,,Malaysia,458,ROMLY Abdul Latif - MYS
Men,Long Jump T20,Silver,TALIC Zoran,HRV,,,Athletics,2016,,Croatia,191,TALIC Zoran - HRV
Men,Long Jump T20,Bronze,PRUDNIKOV Dmytro,UKR,,,Athletics,2016,,Ukraine,804,PRUDNIKOV Dmytro - UKR
Men,Long Jump T36,Gold,DAVIDSON Brayden,AUS,,,Athletics,2016,,Australia,36,DAVIDSON Brayden - AUS
Men,Long Jump T36,Silver,PARREIRA DA SILVA Rodrigo,BRA,,,Athletics,2016,,Brazil,76,PARREIRA DA SILVA Rodrigo - BRA
Men,Long Jump T36,Bronze,PAVLYK Roman,UKR,,,Athletics,2016,,Ukraine,804,PAVLYK Roman - UKR
Men,Long Jump T37,Gold,SHANG Guangxu,CHN,,,Athletics,2016,,China,156,SHANG Guangxu - CHN
Men,Long Jump T37,Silver,EVANGELISTA CARDOSO Mateus,BRA,,,Athletics,2016,,Brazil,76,EVANGELISTA CARDOSO Mateus - BRA
Men,Long Jump T37,Bronze,ALI Haider,PAK,,,Athletics,2016,,Pakistan,586,ALI Haider - PAK
Men,Long Jump T38,Gold,HU Jianwen,CHN,,,Athletics,2016,,China,156,HU Jianwen - CHN
Men,Long Jump T38,Silver,ZHONG Huanghao,CHN,,,Athletics,2016,,China,156,ZHONG Huanghao - CHN
Men,Long Jump T38,Bronze,BUIS Dyan,ZAF,,,Athletics,2016,,South Africa,710,BUIS Dyan - ZAF
Men,Long Jump T42,Gold,POPOW Heinrich,DEU,,,Athletics,2016,,Germany,276,POPOW Heinrich - DEU
Men,Long Jump T42,Silver,YAMAMOTO Atsushi,JPN,,,Athletics,2016,,Japan,392,YAMAMOTO Atsushi - JPN
Men,Long Jump T42,Bronze,JORGENSEN Daniel,DNK,,,Athletics,2016,,Denmark,208,JORGENSEN Daniel - DNK
Men,Long Jump T44,Gold,REHM Markus,DEU,,,Athletics,2016,,Germany,276,REHM Markus - DEU
Men,Long Jump T44,Silver,HERTOG Ronald,NLD,,,Athletics,2016,,"Netherlands, Kingdom of the",528,HERTOG Ronald - NLD
Men,Long Jump T44,Bronze,STRENG Felix,DEU,,,Athletics,2016,,Germany,276,STRENG Felix - DEU
Men,Long Jump T47,Gold,TOWNSEND-ROBERTS Roderick,USA,,,Athletics,2016,,United States of America,840,TOWNSEND-ROBERTS Roderick - USA
Men,Long Jump T47,Silver,WANG Hao,CHN,,,Athletics,2016,,China,156,WANG Hao - CHN
Men,Long Jump T47,Bronze,ASSOUMANI Arnaud,FRA,,,Athletics,2016,,France,250,ASSOUMANI Arnaud - FRA
Men,Shot Put F12,Gold,LOPEZ GONZALEZ Kim,ESP,,,Athletics,2016,,Spain,724,LOPEZ GONZALEZ Kim - ESP
Men,Shot Put F12,Silver,PAKBAZ Saman,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,PAKBAZ Saman - IRN
Men,Shot Put F12,Bronze,DANYLIUK Roman,UKR,,,Athletics,2016,,Ukraine,804,DANYLIUK Roman - UKR
Men,Shot Put F20,Gold,ZOLKEFLI Muhammad Ziyad,MYS,,,Athletics,2016,,Malaysia,458,ZOLKEFLI Muhammad Ziyad - MYS
Men,Shot Put F20,Silver,SENIKIDIS Dimitrios,GRC,,,Athletics,2016,,Greece,300,SENIKIDIS Dimitrios - GRC
Men,Shot Put F20,Bronze,HODGETTS Todd,AUS,,,Athletics,2016,,Australia,36,HODGETTS Todd - AUS
Men,Shot Put F32,Gold,KONSTANTINIDIS Athanasios,GRC,,,Athletics,2016,,Greece,300,KONSTANTINIDIS Athanasios - GRC
Men,Shot Put F32,Silver,BAHLAZ Lahouari,DZA,,,Athletics,2016,,Algeria,12,BAHLAZ Lahouari - DZA
Men,Shot Put F32,Bronze,ZISIDIS Dimitrios,GRC,,,Athletics,2016,,Greece,300,ZISIDIS Dimitrios - GRC
Men,Shot Put F33,Gold,SCHEIL Daniel,DEU,,,Athletics,2016,,Germany,276,SCHEIL Daniel - DEU
Men,Shot Put F33,Silver,KARDJENA Kamel,DZA,,,Athletics,2016,,Algeria,12,KARDJENA Kamel - DZA
Men,Shot Put F33,Bronze,ALNAKHLI Hani,SAU,,,Athletics,2016,,Saudi Arabia,682,ALNAKHLI Hani - SAU
Men,Shot Put F34,Gold,NOUIRI Azeddine,MAR,,,Athletics,2016,,Morocco,504,NOUIRI Azeddine - MAR
Men,Shot Put F34,Silver,ABDULRAHMAN Abdulrahman Abdulqadir,QAT,,,Athletics,2016,,Qatar,634,ABDULRAHMAN Abdulrahman Abdulqadir - QAT
Men,Shot Put F34,Bronze,VALENCIA Mauricio,COL,,,Athletics,2016,,Colombia,170,VALENCIA Mauricio - COL
Men,Shot Put F35,Gold,FU Xinhan,CHN,,,Athletics,2016,,China,156,FU Xinhan - CHN
Men,Shot Put F35,Silver,URRA Hernan Emanuel,ARG,,,Athletics,2016,,Argentina,32,URRA Hernan Emanuel - ARG
Men,Shot Put F35,Bronze,BERGS Edgars,LVA,,,Athletics,2016,,Latvia,428,BERGS Edgars - LVA
Men,Shot Put F36,Gold,DIETZ Sebastian,DEU,,,Athletics,2016,,Germany,276,DIETZ Sebastian - DEU
Men,Shot Put F36,Silver,DIBROVA Mykola,UKR,,,Athletics,2016,,Ukraine,804,DIBROVA Mykola - UKR
Men,Shot Put F36,Bronze,LI Cuiqing,CHN,,,Athletics,2016,,China,156,LI Cuiqing - CHN
Men,Shot Put F37,Gold,BILIUS Mindaugas,LTU,,,Athletics,2016,,Lithuania,440,BILIUS Mindaugas - LTU
Men,Shot Put F37,Silver,XIA Dong,CHN,,,Athletics,2016,,China,156,XIA Dong - CHN
Men,Shot Put F37,Bronze,NORBEKOV Khusniddin,UZB,,,Athletics,2016,,Uzbekistan,860,NORBEKOV Khusniddin - UZB
Men,Shot Put F40,Gold,TNAIASH Garrah,IRQ,,,Athletics,2016,,Iraq,368,TNAIASH Garrah - IRQ
Men,Shot Put F40,Silver,CHEN Zhenyu,CHN,,,Athletics,2016,,China,156,CHEN Zhenyu - CHN
Men,Shot Put F40,Bronze,BOUAABID Smaali,TUN,,,Athletics,2016,,Tunisia,788,BOUAABID Smaali - TUN
Men,Shot Put F41,Gold,KAPPEL Niko,DEU,,,Athletics,2016,,Germany,276,KAPPEL Niko - DEU
Men,Shot Put F41,Silver,TYSZKOWSKI Bartosz,POL,,,Athletics,2016,,Poland,616,TYSZKOWSKI Bartosz - POL
Men,Shot Put F41,Bronze,XIA Zhiwei,CHN,,,Athletics,2016,,China,156,XIA Zhiwei - CHN
Men,Shot Put F42,Gold,DAVIES Aled,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,DAVIES Aled - GBR
Men,Shot Put F42,Silver,MOHAMMADIAN Sajad,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,MOHAMMADIAN Sajad - IRN
Men,Shot Put F42,Bronze,PILLAY Tyrone,ZAF,,,Athletics,2016,,South Africa,710,PILLAY Tyrone - ZAF
Men,Shot Put F53,Gold,FERNANDES Che Jon,GRC,,,Athletics,2016,,Greece,300,FERNANDES Che Jon - GRC
Men,Shot Put F53,Silver,SEVERN Scot,USA,,,Athletics,2016,,United States of America,840,SEVERN Scot - USA
Men,Shot Put F53,Bronze,AZIMI Asadollah,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,AZIMI Asadollah - IRN
Men,Shot Put F55,Gold,RUZHDI Ruzhdi,BGR,,,Athletics,2016,,Bulgaria,100,RUZHDI Ruzhdi - BGR
Men,Shot Put F55,Silver,AMIRI Hamed,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,AMIRI Hamed - IRN
Men,Shot Put F55,Bronze,STOLTMAN Lech,POL,,,Athletics,2016,,Poland,616,STOLTMAN Lech - POL
Men,Shot Put F57,Gold,WU Guoshan,CHN,,,Athletics,2016,,China,156,WU Guoshan - CHN
Men,Shot Put F57,Silver,ROKICKI Janusz,POL,,,Athletics,2016,,Poland,616,ROKICKI Janusz - POL
Men,Shot Put F57,Bronze,EHSANI SHAKIB Javid,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,EHSANI SHAKIB Javid - IRN
Men,Discus F11,Gold,SILVA Alessandro Rodrigo,BRA,,,Athletics,2016,,Brazil,76,SILVA Alessandro Rodrigo - BRA
Men,Discus F11,Silver,TAPIA Oney,ITA,,,Athletics,2016,,Italy,380,TAPIA Oney - ITA
Men,Discus F11,Bronze,CASINOS SIERRA David,ESP,,,Athletics,2016,,Spain,724,CASINOS SIERRA David - ESP
Men,Discus F37,Gold,NORBEKOV Khusniddin,UZB,,,Athletics,2016,,Uzbekistan,860,NORBEKOV Khusniddin - UZB
Men,Discus F37,Silver,BILIUS Mindaugas,LTU,,,Athletics,2016,,Lithuania,440,BILIUS Mindaugas - LTU
Men,Discus F37,Bronze,XIA Dong,CHN,,,Athletics,2016,,China,156,XIA Dong - CHN
Men,Discus Throw F44,Gold,BLAIR David,USA,,,Athletics,2016,,United States of America,840,BLAIR David - USA
Men,Discus Throw F44,Silver,STEWART Akeem,TTO,,,Athletics,2016,,Trinidad and Tobago,780,STEWART Akeem - TTO
Men,Discus Throw F44,Bronze,GREAVES Dan,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,GREAVES Dan - GBR
Men,Discus Throw F52,Gold,APINIS Aigars,LVA,,,Athletics,2016,,Latvia,428,APINIS Aigars - LVA
Men,Discus Throw F52,Silver,JACHIMOWICZ Robert,POL,,,Athletics,2016,,Poland,616,JACHIMOWICZ Robert - POL
Men,Discus Throw F52,Bronze,SANDOR Velimir,HRV,,,Athletics,2016,,Croatia,191,SANDOR Velimir - HRV
Men,Discus Throw F56,Gold,BATISTA DOS SANTOS Claudiney,BRA,,,Athletics,2016,,Brazil,76,BATISTA DOS SANTOS Claudiney - BRA
Men,Discus Throw F56,Silver,GHALEH NASSERI Alireza,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,GHALEH NASSERI Alireza - IRN
Men,Discus Throw F56,Bronze,DIAZ Leonardo,CUB,,,Athletics,2016,,Cuba,192,DIAZ Leonardo - CUB
Men,Javelin F13,Gold,SVECHNIKOV Aleksandr,UZB,,,Athletics,2016,,Uzbekistan,860,SVECHNIKOV Aleksandr - UZB
Men,Javelin F13,Silver,NIKPARAST Sajad,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,NIKPARAST Sajad - IRN
Men,Javelin F13,Bronze,DIMITRIJEVIC Nemanja,SRB,,,Athletics,2016,,Serbia,688,DIMITRIJEVIC Nemanja - SRB
Men,Javelin F34,Gold,VALENCIA Mauricio,COL,,,Athletics,2016,,Colombia,170,VALENCIA Mauricio - COL
Men,Javelin F34,Silver,WANG Yanzhang,CHN,,,Athletics,2016,,China,156,WANG Yanzhang - CHN
Men,Javelin F34,Bronze,KAEDI Mohsen,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,KAEDI Mohsen - IRN
Men,Javelin F38,Gold,HAMMAN Reinhardt,ZAF,,,Athletics,2016,,South Africa,710,HAMMAN Reinhardt - ZAF
Men,Javelin F38,Silver,LUCUMI VILLEGAS Luis Fernando,COL,,,Athletics,2016,,Colombia,170,LUCUMI VILLEGAS Luis Fernando - COL
Men,Javelin F38,Bronze,HARDANI Javad,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,HARDANI Javad - IRN
Men,Javelin F41,Gold,ABDULRAHEEM Kovan,IRQ,,,Athletics,2016,,Iraq,368,ABDULRAHEEM Kovan - IRQ
Men,Javelin F41,Silver,NUKHAILAWI Wildan,IRQ,,,Athletics,2016,,Iraq,368,NUKHAILAWI Wildan - IRQ
Men,Javelin F41,Bronze,SUN Pengxiang,CHN,,,Athletics,2016,,China,156,SUN Pengxiang - CHN
Men,Javelin F44,Gold,STEWART Akeem,TTO,,,Athletics,2016,,Trinidad and Tobago,780,STEWART Akeem - TTO
Men,Javelin F44,Silver,MCQUEEN Alister,CAN,,,Athletics,2016,,Canada,124,MCQUEEN Alister - CAN
Men,Javelin F44,Bronze,MCSWEENEY Rory,NZL,,,Athletics,2016,,New Zealand,554,MCSWEENEY Rory - NZL
Men,Javelin F46,Gold,DEVENDRA,IND,,,Athletics,2016,,India,356,DEVENDRA - IND
Men,Javelin F46,Silver,GUO Chunliang,CHN,,,Athletics,2016,,China,156,GUO Chunliang - CHN
Men,Javelin F46,Bronze,HERATH MUDIYANSELAGE Dinesh Priyantha Herath,LKA,,,Athletics,2016,,Sri Lanka,144,HERATH MUDIYANSELAGE Dinesh Priyantha Herath - LKA
Men,Javelin F54,Gold,STEFANOUDAKIS Manolis,GRC,,,Athletics,2016,,Greece,300,STEFANOUDAKIS Manolis - GRC
Men,Javelin F54,Silver,ZEPEDA FELIX Luis Alberto,MEX,,,Athletics,2016,,Mexico,484,ZEPEDA FELIX Luis Alberto - MEX
Men,Javelin F54,Bronze,TRYPUTS Aliaksandr,BLR,,,Athletics,2016,,Belarus,112,TRYPUTS Aliaksandr - BLR
Men,Javelin F57,Gold,KHALVANDI Mohammad,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,KHALVANDI Mohammad - IRN
Men,Javelin F57,Silver,HEIDARI TIL Abdollah,IRN,,,Athletics,2016,,"Iran, Islamic Republic of",364,HEIDARI TIL Abdollah - IRN
Men,Javelin F57,Bronze,CAO Ngoc Hung,VNM,,,Athletics,2016,,Viet Nam,704,CAO Ngoc Hung - VNM
Men,Club Throw F32,Gold,SOCHAL Maciej,POL,,,Athletics,2016,,Poland,616,SOCHAL Maciej - POL
Men,Club Throw F32,Silver,KONSTANTINIDIS Athanasios,GRC,,,Athletics,2016,,Greece,300,KONSTANTINIDIS Athanasios - GRC
Men,Club Throw F32,Bronze,MILLER Stephen,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,MILLER Stephen - GBR
Men,Club Throw F51,Gold,DIMITRIJEVIC Zeljko,SRB,,,Athletics,2016,,Serbia,688,DIMITRIJEVIC Zeljko - SRB
Men,Club Throw F51,Silver,MITIC Milos,SRB,,,Athletics,2016,,Serbia,688,MITIC Milos - SRB
Men,Club Throw F51,Bronze,KUREJA Marian,SVK,,,Athletics,2016,,Slovakia,703,KUREJA Marian - SVK
Women,100 m T11,Gold,CLEGG Libby,GBR,,,Athletics,2016,CLARKE Chris,United Kingdom of Great Britain and Northern Ireland,826,CLEGG Libby - GBR
Women,100 m T11,Silver,ZHOU Guohua,CHN,,,Athletics,2016,JIA Dengpu,China,156,ZHOU Guohua - CHN
Women,100 m T11,Bronze,LIU Cuiqing,CHN,,,Athletics,2016,XU Donglin,China,156,LIU Cuiqing - CHN
Women,100 m T12,Gold,DURAND Omara,CUB,,,Athletics,2016,KINDELAN Yuniol,Cuba,192,DURAND Omara - CUB
Women,100 m T12,Silver,CHEBANU Elena,AZE,,,Athletics,2016,IBRAHIMOV Hakim,Azerbaijan,31,CHEBANU Elena - AZE
Women,100 m T12,Bronze,MUELLER-ROTTGARDT Katrin,DEU,,,Athletics,2016,FRICKE Sebastian,Germany,276,MUELLER-ROTTGARDT Katrin - DEU
Women,100 m T13,Gold,ADZHAMETOVA Leilia,UKR,,,Athletics,2016,,Ukraine,804,ADZHAMETOVA Leilia - UKR
Women,100 m T13,Silver,HAYES Ilse,ZAF,,,Athletics,2016,,South Africa,710,HAYES Ilse - ZAF
Women,100 m T13,Bronze,CROSBY Kym,USA,,,Athletics,2016,,United States of America,840,CROSBY Kym - USA
Women,100 m T34,Gold,COCKROFT Hannah,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,COCKROFT Hannah - GBR
Women,100 m T34,Silver,ADENEGAN Kare,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,ADENEGAN Kare - GBR
Women,100 m T34,Bronze,HALKO Alexa,USA,,,Athletics,2016,,United States of America,840,HALKO Alexa - USA
Women,100 m T35,Gold,ZHOU Xia,CHN,,,Athletics,2016,,China,156,ZHOU Xia - CHN
Women,100 m T35,Silver,HOLT Isis,AUS,,,Athletics,2016,,Australia,36,HOLT Isis - AUS
Women,100 m T35,Bronze,LYLE Maria,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,LYLE Maria - GBR
Women,100 m T36,Gold,MARTINEZ Yanina Andrea,ARG,,,Athletics,2016,,Argentina,32,MARTINEZ Yanina Andrea - ARG
Women,100 m T36,Silver,NICOLEITZIK Claudia,DEU,,,Athletics,2016,,Germany,276,NICOLEITZIK Claudia - DEU
Women,100 m T36,Bronze,HERNANDEZ FLORIAN Martha Liliana,COL,,,Athletics,2016,,Colombia,170,HERNANDEZ FLORIAN Martha Liliana - COL
Women,100 m T37,Gold,HERMITAGE Georgina,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,HERMITAGE Georgina - GBR
Women,100 m T37,Silver,FRANCOIS-ELIE Mandy,FRA,,,Athletics,2016,,France,250,FRANCOIS-ELIE Mandy - FRA
Women,100 m T37,Bronze,MEDINA Yescarly,VEN,,,Athletics,2016,,"Venezuela, Bolivarian Republic of",862,MEDINA Yescarly - VEN
Women,100 m T38,Gold,HAHN Sophie,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,HAHN Sophie - GBR
Women,100 m T38,Silver,HIPOLITO Veronica,BRA,,,Athletics,2016,,Brazil,76,HIPOLITO Veronica - BRA
Women,100 m T38,Bronze,COX Kadeena,GBR,,,Athletics,2016,,United Kingdom of Great Britain and Northern Ireland,826,COX Kadeena - GBR
Women,100 m T42,Gold,CAIRONI Martina,ITA,,,Athletics,2016,,Italy,380,CAIRONI Martina - ITA
Women,100 m T42,Silver,LOW Vanessa,DEU,,,Athletics,2016,,Germany,276,LOW Vanessa - DEU
Women,100 m T42,Bronze,CONTRAFATTO Monica Graziana,ITA,,,Athletics,2016,,Italy,380,CONTRAFATTO Monica Graziana - ITA
Women,100 m T44,Gold,VAN RHIJN Marlou,NLD,,,Athletics,2016,,"Netherlands, Kingdom of the",528,VAN RHIJN Marlou - NLD
Women,100 m T44,Silver,BENSUSAN Irmgard,DEU,,,Athletics,2016,,Germany,276,BENSUSAN Irmgard - DEU
Women,100 m T44,Bronze,CAIN Nyoshia,TTO,,,Athletics,2016,,Trinidad and Tobago,780,CAIN Nyoshia - TTO
Women,100 m T47,Gold,YOUNG Deja,USA,,,Athletics,2016,,United States of America,840,YOUNG Deja - USA
Women,100 m T47,Silver,FIODOROW Alicja,POL,,,Athletics,2016,,Poland,616,FIODOROW Alicja - POL
Women,100 m T47,Bronze,CORREIA DOS SANTOS Teresinha de Jesus,BRA,,,Athletics,2016,,Brazil,76,CORREIA DOS SANTOS Teresinha de Jesus - BRA
Women,100 m T52,Gold,STILWELL Michelle,CAN,,,Athletics,2016,,Canada,124,STILWELL Michelle - CAN
Women,100 m T52,Silver,MORGAN Kerry,USA,,,Athletics,2016,,United States of America,840,MORGAN Kerry - USA
Women,100 m T52,Bronze,VERVOORT Marieke,BEL,,,Athletics,2016,,Belgium,56,VERVOORT Marieke - BEL
Women,100 m T53,Gold,HUANG Lisha,CHN,,,Athletics,2016,,China,156,HUANG Lisha - CHN
Women,100 m T53,Silver,ZHOU Hongzhuan,CHN,,,Athletics,2016,,China,156,ZHOU Hongzhuan - CHN
Women,100 m T53,Bronze,BALLARD Angela,AUS,,,Athletics,2016,,Australia,36,BALLARD Angela - AUS
Women,100 m T54,Gold,LIU Wenjun,CHN,,,Athletics,2016,,China,156,LIU Wenjun - CHN
Women,100 m T54,Silver,MCFADDEN Tatyana,USA,,,Athletics,2016,,United States of America,840,MCFADDEN Tatyana - USA
Women,100 m T54,Bronze,LI Yingjie,CHN,,,Athletics,2016,,China,156,LI Yingjie - CHN
Women,200 m T11,Gold,CLEGG Libby,GBR,,,Athletics,2016,CLARKE Chris,United Kingdom of Great Britain and Northern Ireland,826,CLEGG Libby - GBR
Women,200 m T11,Silver,LIU Cuiqing,CHN,,,Athletics,2016,XU Donglin,China,156,LIU Cuiqing - CHN
Women,200 m T11,Bronze,ZHOU Guohua,CHN,,,Athletics,2016,JIA Dengpu,China,156,ZHOU Guohua - CHN
Women,200 m T12,Gold,DURAND Omara,CUB,,,Athletics,2016,KINDELAN Yuniol,Cuba,192,DURAND Omara - CUB
